0.0125, 0.01, 0.02, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21
2.92339, 0.535047, 2.47203, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21, 1e-21
3.04456, 0.479504, 2.38484, 2e-22, 2e-22, 2e-22, 2e-22, 2e-22, 2e-22, 2e-22, 2e-22
3.0782, 0.465327, 2.35929, 2.82843e-23, 2.82843e-23, 2.82843e-23, 2.82843e-23, 2.82843e-23, 2.82843e-23, 2.82843e-23, 2.82843e-23
3.08309, 0.463066, 2.35591, 1.50424e-24, 1.50424e-24, 1.50424e-24, 1.50424e-24, 1.50424e-24, 1.50424e-24, 1.50424e-24, 1.50424e-24
3.08336, 0.46294, 2.35572, 1.84491e-26, 1.84491e-26, 1.84491e-26, 1.84491e-26, 1.84491e-26, 1.84491e-26, 1.84491e-26, 1.84491e-26
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
3.08336, 0.462939, 2.35572, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28, 1e-28
