1e-06, 1e-28, 1e-28, 34.6906, 1965.31, 6.95272e-310, 1e-06, 6.89823e-310, 6.95272e-310, 6.89823e-310
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 4.54171e-08, 3.68551e-09
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 4.74936e-08, 7.47911e-08
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 9.30461e-08
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.12648e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.12648e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, 1.33227e-07, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
1e-18, 1e-28, 1e-28, 1e-18, 1e-18, 1e-38, 1e-18, 1e-38, -1.47152e-13, 1.14653e-07
