9.48075, 0.0722987
0.1, -0.579802
0.0200122, -0.776569
0.00282843, -0.825598
0.000150452, -0.833581
1.84492e-06, -0.834027
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
1e-08, -0.834032
