0.0333333, 0.0111111, 1975.55, 1991.8, 1998.99, 1990.78, 36.2199, 24.4462, 8.20333, 1.0143, 9.22492, 1963.78, 6.92025e-310, 6.92025e-310, 6.92025e-310, 6.92025e-310, 1.12548e-320, 6.92025e-310, 6.92025e-310, 6.95305e-310, 6.95305e-310, 6.92025e-310, 6.92025e-310, 6.92025e-310
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 1.01512e-08, 1.77942e-09, 1.99883e-10, 1.78818e-09, 5.39386e-09, 3.16845e-09, 1.51044e-09, 2.05717e-10, 1.88746e-09, 1.04397e-08
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 2.37004e-08, 1.98956e-09, 2.02318e-10, 2.00004e-09, 7.70181e-09, 3.85662e-09, 1.6592e-09, 2.08298e-10, 2.12506e-09, 2.48561e-08
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 2.1825e-09, 2.04184e-10, 2.1946e-09, 1.08577e-08, 4.53711e-09, 1.79126e-09, 2.10276e-10, 2.34605e-09, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 5.20688e-09, 2.16144e-10, 5.25462e-09, 1.08577e-08, 4.53711e-09, 3.42318e-09, 2.22985e-10, 6.21551e-09, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 6.97183e-09, 2.18544e-10, 7.01841e-09, 1.08577e-08, 4.53711e-09, 4.10667e-09, 2.2554e-10, 8.84475e-09, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 8.58465e-09, 2.19917e-10, 8.5972e-09, 1.08577e-08, 4.53711e-09, 4.61768e-09, 2.27003e-10, 1.1508e-08, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 1.06416e-08, 2.2109e-10, 1.05602e-08, 1.08577e-08, 4.53711e-09, 5.15351e-09, 2.28252e-10, 1.532e-08, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 1.44861e-08, 2.22424e-10, 1.40327e-08, 1.08577e-08, 4.53711e-09, 5.91354e-09, 2.29675e-10, 2.39001e-08, 4.01144e-07
7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-09, 7.40743e-29, 7.40743e-29, 3.02668e-07, 2.39324e-08, 2.23944e-10, 2.12373e-08, 1.08577e-08, 4.53711e-09, 7.04942e-09, 2.31296e-10, 5.6608e-08, 4.01144e-07
