10, 10, 10, 5, 1000, 1000, 6.95306e-310, 1e-11, 6.95306e-310, 6.95306e-310, 6.95306e-310, 6.95306e-310
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-11, 1e-31, 1e-11, 1e-31, 1e-31, 1e-07, 1e-07
