1e-21, 1e-21, 0.9995, 1999, 1e-06, 4.94066e-324, 2.122e-314, 1.97626e-323
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 7.25693e-10, 1.15848e-10
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 1.0604e-08, 1.36258e-10
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 1.3742e-10
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 3.81067e-10
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 5.64402e-09
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 5.52919e-08
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.40456e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 2.90698e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 8.75785e-08, 1.21472e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 9.87727e-08, 1.2957e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 1.07023e-07, 1.2957e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 1.07023e-07, 1.2957e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 1.07023e-07, 1.2957e-07
1e-21, 1e-21, 8.85542e-11, 8.85542e-11, 8.85542e-11, 8.85542e-31, 1.07023e-07, 1.2957e-07
