1, 1, 1, 1
2, 2, 0.75, 1.25
2, 2, 0.803768, 1.21461
2, 2, 0.919654, 1.12544
2, 2, 0.751989, 1.23748
2, 2, 0.799607, 1.2061
2, 2, 0.9082, 1.12436
2, 2, 0.768037, 1.21778
2, 2, 0.846347, 1.16466
2, 2, 0.94597, 1.06104
2, 2, 0.936381, 1.06944
2, 2, 0.919068, 1.08429
2, 2, 0.905184, 1.09577
2, 2, 0.88299, 1.11353
2, 2, 0.830582, 1.15289
2, 2, 0.905628, 1.0947
2, 2, 0.882075, 1.11365
2, 2, 0.828532, 1.15401
2, 2, 0.870857, 1.12165
2, 2, 0.801322, 1.17196
2, 2, 0.824551, 1.15566
2, 2, 0.873986, 1.11872
2, 2, 0.832792, 1.14918
2, 2, 0.86667, 1.12309
2, 2, 0.808552, 1.16517
2, 2, 0.828264, 1.15118
2, 2, 0.869884, 1.12002
2, 2, 0.834315, 1.1464
2, 2, 0.864365, 1.12341
