1, 1, 1, 1, 1
0.000976562, 1, 1, 6.95301e-310, -0
0.000488281, 1, 1, 6.95301e-310, 1
0.000976562, 1, 1, 6.95301e-310, 1
0.5, 1, 1, 6.95301e-310, 2.35733e-309
0.5, 1, 1, 6.95301e-310, 2.35376e-309
0.5, 1, 1, 6.95301e-310, 2.35319e-309
1, 1, 1, 6.95301e-310, 2.35416e-309
1, 1, 1, 6.95301e-310, 2.36281e-309
1, 1, 1, 6.95301e-310, 2.36221e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
0.5, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
1, 1, 1, 6.95301e-310, 2.36217e-309
