1e-06, 1e-21, 0.9994, 1999, 1.58101e-322, 3.53434e-317, 3.53434e-317, 1e-06
4e-10, 1e-21, 4e-10, 4e-10, 4e-30, 4e-30, 2.07436e-10, 1e-06
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
4e-10, 1e-21, 4e-10, 4e-10, 4e-20, 4e-20, 2.07436, 1997.93
